黄山汉高精品酒店 ,0559-2335008,0559-2345000、2340000
黄山环球大酒店  ,0559-5578877,0559-5578899
黄山徽商故里大酒店　 ,0559-2512524,0559-2358388
黄山徽商故里大酒店　 ,0559-2512524,0559-2358388
黄山金陵黟县宾馆  ,0559-5558999,0559-5558888
黄山金融山庄 ,0559-2346507,0559-2346400、2346350
黄山美丽园大酒店 ,0559-2550999,0559-2550666、2550798、2550696
黄山新安山庄 ,0559-2565808,0559-2563333
黄山馨园国际大酒店  ,0559-2572117,0559-2572588
黄山新宇假日酒店  ,0559-7531155,0559-7531111
汉高连锁酒店黄山快捷店 ,0559-2310868,0559-2346656、2346657
黄山东方假日酒店  ,0559-2116622,0559-2118000
黄山地平线大酒店 ,0559-8518866,0559-8518888、8518801
黄山国元大酒店 ,0559-8511320,0559-8511388
黄山宏村一品更楼 ,0559-5542002,0559-5542001
黄山徽风苑宾馆 ,0559-2566368,0559-2566869
黄山杭徽大酒店  ,0559-2358255,0559-2358988、2358090
黄山恒升徽韵酒店 ,0559-7530989,0559-7527799
黄山花溪饭店  ,0559-2514990,0559-2328000
黄山杭州假日酒店（步行街店） ,0559-5206188,0559-5206988
黄山老街苑精品酒店 ,0559-2529808,0559-2529808、5296888
黄山南徽苑酒店 ,0559-2577221,0559-2577188
黄山心族之旅酒店  ,0559-2359797,0559-2357666
黄山印象大酒店  ,0559-5583596,0559-5583500
都市万锦宾馆（黄山火车站店） ,0551-2350037,0559-2350000
黄山佰瑞假日酒店 ,0559-5579998,0559-5579988
黄山富丽楼度假别墅 ,0559-5577290,0559-5577666
黄山宏村清和月客栈 ,0559-5541019,0559-2171731
黄山泓徽大酒店 ,0559-8551688,0559-8551238
黄山鸿泰宾馆 ,0559-2566668,0559-2538181
黄山聚福山庄 ,0559-5562381,0559-5295688
黄山假日酒店 ,0559-2116668,0559-2116858
黄山丽都假日酒店 ,0559-2359099,0559-2359000
黄山老家客栈 ,0559-5577725,0559-5577725
黄山来龙山庄 ,0559-5561223,0559-5561223
黄山温徽假日宾馆 ,0559-2112434,0559-2128118
黄山新天鹅大酒店  ,0559-2526268,0559-2358688
黄山乡下客栈 ,0559-5577380,0559-5577380
黄山享自由驿栈 ,0559-5572552,0559-5572552
黄山游豆腐客栈 ,0559-5561110,0559-5565022 
黄山赢庆宾馆 ,0559-2547080,0559-2547089
黄山夜憩静舍客栈 ,0559-2520179,13855993723
锦江之星（黄山屯溪店） ,0559-2342889,0559-2528888
如家快捷酒店（黄山迎宾大道店） ,0559-2578833,0559-2578877
黄山云海楼 ,0559-5565095,0559-5561109、5561789
黄山1314客栈 ,0559-5583168,0559-5581314
诸暨同方豪生大酒店 ,0575-81780008,0575-81780888
诸暨祥生世纪酒店 ,0575-89702031,0575-89702888
诸暨耀江开元名都大酒店  ,0575-88798588,0575-88798888
诸暨百瑞香江大酒店  ,0575-87016688,0575-87172888
浙江百瑞五泄度假村  ,0575-87772102,0575-87772288
诸暨东白湖休闲度假中心 ,0575-87970551,0575-87970666
诸暨凯翔大酒店 ,0575-87751000,0575-80726888
诸暨西子宾馆  ,0575-87012360,0575-87179888
诸暨海亮花园酒店  ,0575-87062777,0575-87177888
诸暨阳光快捷酒店（南门店） ,0575-89005789,0575-89005888
99旅馆连锁（诸暨暨阳路店） ,0575-89002566,0575-89002599
汉庭快捷酒店（诸暨江东路店） ,0575-88790166,0575-88799988
锦江之星（诸暨城西商务区店）(原诸暨商务西区店) ,0575-87309708,0575-87309700
锦江之星（诸暨西施故里店） ,0575-87179778,0575-87179777
如家快捷酒店（诸暨艮塔西路店） ,0575-87309838,0575-87308999
诸暨鸿豪大酒店 ,0575-89001017,0575-89001088
诸暨美庭假日酒店 ,0575-88795222,0575-88795888
诸暨战友农业休闲山庄 ,0575-81781008,0575-81781098
诸暨大酒店  ,0575-87227878,0575-87227788
诸暨海亮商务酒店  ,0575-88797118,0575-87628888
诸暨铭仕大酒店 ,0575-87177444,0575-87177999、87177212
诸暨美佳速8酒店 ,0575-87259318,0575-87259888
诸暨阳光快捷酒店（暨东店） ,0575-87592068,0575-88115888
桐乡乌镇黄金水岸大酒店 ,0573-88728666,0573-88728888
桐乡乌镇民宿 ,0573-88718700,0573-88731666
乌镇巷水湾宾馆 ,0573-88718186,0573-88716088
桐乡水岸之星度假酒店 ,0573-88728288,0573-88728111
乌镇广业大酒店 ,0573-88728728,0573-88728718
乌镇环西景客栈 ,0573-88730677,15888390958
乌镇好运来客栈 ,0573-88721558,0573-88721558
乌镇临河客栈 ,0573-88722316,0573-88722316
乌镇梦佳商务宾馆 ,0573-88718171,0573-88713388
乌镇农家宾馆 ,0573-88717600,0573-88717600
乌镇水岸人家宾馆客栈 ,0573-88712806,0573-88721857
乌镇桐城楼客栈 ,0573-88713998,0573-88714782
乌镇天悦宾馆 ,0573-88711533,0573-88711588
乌镇望佛宾馆 ,0573-88719909,0573-88728868
乌镇万顺楼酒店客栈 ,0573-88711712,0573-88722625
乌镇望塔楼宾馆客栈 ,0573-88731180,0573-88730168
乌镇小桥流水人家 ,0573-88713098,13516832527
乌镇忆江南客栈 ,0573-88712988,0573-88712788
桐乡蓬达度假酒店 ,0573-88461116,0573-88468846-8178、8188
桐乡子夜大酒店  ,0573-88728000,0573-88728088
桐乡林家客栈 ,0573-88728000,0573-88728088
乌镇君悦假日酒店 ,0573-88728858,0573-88728788
乌镇四合院宾馆 ,0573-88719018,0573-88719018
桐乡奥群大酒店 ,0573-88888926,0573-88988888
桐乡星程星洲酒店 ,0573-80880388,0573-80880000
桐乡乌镇黄金水岸大酒店 ,0573-88728666,0573-88728888
桐乡乌镇民宿 ,0573-88718700,0573-88731666
乌镇巷水湾宾馆 ,0573-88718186,0573-88716088
桐乡皇冠大酒店 ,0573-89800033,0573-88260555
桐乡水岸之星度假酒店 ,0573-88728288,0573-88728111
桐乡梧桐大酒店  ,0573-88023177,0573-88880178
桐乡洲泉元顺商务宾馆  ,0573-88596217,0573-88596666
桐乡半岛商务酒店 ,0573-80881788,0573-88888988、80881588
桐乡和丽商务酒店 ,0573-88886166,0573-88887778
桐乡汇星大酒店 ,0573-88887588,0573-88586666
桐乡金龙门宾馆 ,0573-88886288,0573-88886118
桐乡九天假日宾馆 ,0573-88808555,0573-88808898、88808878
桐乡濮院沃德酒店 ,0573-88695188,0573-80695233、81880000
桐乡星新宾馆 ,0573-80890918,0573-88950111
乌镇广业大酒店 ,0573-88728728,0573-88728718
乌镇环西景客栈 ,0573-88730677,15888390958
乌镇好运来客栈 ,0573-88721558,0573-88721558
乌镇临河客栈 ,0573-88722316,0573-88722316
乌镇梦佳商务宾馆 ,0573-88718171,0573-88713388
乌镇农家宾馆 ,0573-88717600,0573-88717600
乌镇水岸人家宾馆客栈 ,0573-88712806,0573-88721857
乌镇桐城楼客栈 ,0573-88713998,0573-88714782
乌镇天悦宾馆 ,0573-88711533,0573-88711588
乌镇望佛宾馆 ,0573-88719909,0573-88728868
乌镇万顺楼酒店客栈 ,0573-88711712,0573-88722625
乌镇望塔楼宾馆客栈 ,0573-88731180,0573-88730168
乌镇小桥流水人家 ,0573-88713098,13516832527
乌镇忆江南客栈 ,0573-88712988,0573-88712788
桐乡钱塘新世纪大酒店  ,0573-88109999,0573-88883888
桐乡银园大酒店  ,0573-88106061,0573-88880999
桐乡光明大酒店  ,0573-88881667,0573-88881777
桐乡蓬达度假酒店 ,0573-88461116,0573-88468846-8178、8188
桐乡子夜大酒店  ,0573-88728000,0573-88728088
莫泰168（桐乡皮革城店） ,0573-88958166,0573-88958666
桐乡林家客栈 ,0573-88728000,0573-88728088
乌镇君悦假日酒店 ,0573-88728858,0573-88728788
乌镇四合院宾馆 ,0573-88719018,0573-88719018
德清丽晶大酒店 ,0572-8086789,0572-8086666
德清莫干山大酒店  ,0572-8073977,0572-8280788
德清荣盛山庄 ,0572-8016200,0572-8015999
莫干山皇后饭店 ,0572-8033471,0572-8033803
德清水月清华宾馆 ,0572-8079788,0572-8079333
德清新世纪大酒店 ,0572-8287299,0572-8286888
德清丽晶大酒店 ,0572-8086789,0572-8086666
德清新雅兰大酒店  ,0572-8288889,0572-8288888
德清莫干山大酒店  ,0572-8073977,0572-8280788
德清莫干山鸟巢度假别墅 ,0572-8828899,0572-8828899
德清铜官庄养生居 ,0572-8837098,0572-8225222
德清武康镇新三伍大酒店  ,0572-8352881,0572-8352988
德清如林商务宾馆 ,0572-8201333,0572-8201333
德清武康水月清华宾馆四店 ,0572-8278840,0572-8272999
德清武康水月清华宾馆三店 ,0572-8077949,0572-8076888
德清武康宇诚宾馆 ,0572-8273495,0572-8273288
德清武康镇澳尚酒店 ,0572-8370399,0572-8370333
德清武康镇澳尚酒店 ,0572-8370399,0572-8370333
浙江莫干山白云饭店 ,0572-8033274,0572-8033336
德清荣盛山庄 ,0572-8016200,0572-8015999
德清新福大酒店（原君驿商务酒店） ,0572-8069902,0572-8080999
德清水月清华宾馆二店 ,0572-8086205,0572-8662111
莫干山皇后饭店 ,0572-8033471,0572-8033803
德清水月清华宾馆 ,0572-8079788,0572-8079333
普陀山祥生大酒店 ,0580-6696288,0580-6696666、400-826-6669
舟山宝陀饭店 ,0580-6091148,0580-6092090
舟山海通宾馆 ,0580-6091559,0580-6092777
舟山中信普陀大酒店  ,0580-6698177,0580-6698222
舟山紫竹山庄 ,0580-6698019,0580-6698001、6698018
舟山普陀山大酒店  ,0580-6094266,0580-6092828
舟山息耒小庄  ,0580-6091023,0580-6091505
普陀山洪筏山庄 ,0580-6091228,0580-6091530
舟山百步阁宾馆 ,0580-6092299,0580-6092199
舟山普陀山绿色商务酒店 ,0580-6091568,0580-6091171
舟山瑞景大酒店 ,0580-6099333,0580-6099111
舟山银云山庄 ,0580-6092108,0580-6092115
舟山海滨假日酒店 ,0580-6099058,0580-6099088
舟山海军商务宾馆 ,0580-6095358,0580-6092668
舟山绿缘山庄 ,0580-6690667,0580-6690588
舟山沈家门港都宾馆 ,0580-3013227,0580-3065555
舟山三圣堂饭店  ,0580-2958772,0580-6093068
绍兴秦望大酒店  ,0575-88311680,0575-88056789
绍兴世贸君亭都市酒店 ,0575-85753668,0575-85753666
绍兴鑫洲海湾大酒店  ,0575-88209799,0575-88208777
绍兴咸亨大酒店  ,0575-88051028,0575-88068688
绍兴大酒店  ,0575-85139666-1000,0575-85139666
绍兴鑫洲海湾大酒店（柯桥店） ,0575-84120908,0575-84110799
绍兴开元名都大酒店  ,0575-88585788,0575-88098888
时尚旅酒店（绍兴柯桥店） ,0575-81190555,0575-81196666
大禹·开元（绍兴） ,0575-88583788,0575-88298888
绍兴饭店  ,0575-85155565,0575-85155888
绍兴富丽华大酒店  ,0575-85683366,0575-84128888
绍兴国际大酒店  ,0575-85166778,0575-85166788
绍兴咸亨酒店 ,0575-85126179,0575-85116666
绍兴海港大酒店  ,0575-88062457,0575-88051818
绍兴金昌开元大酒店  ,0575-85588668,0575-85588666
绍兴世茂假日酒店 ,0575-89590888,0575-89598888
绍兴王朝大酒店  ,0575-85125798,0575-85125888
绍兴县王子宴会大酒店 ,0575-81185088,0575-81168888
绍兴越都大酒店  ,0575-85127729,0575-85148888
绍兴鱼得水大酒店 ,0575-84092104,0575-84095588、85561736
绍兴永和庄园度假酒店  ,0575-88588088,0575-88587888
绍兴宏运宾馆 ,0575-85586613,0575-85386666
绍兴稽山宾馆  ,0575-88063838,0575-88063838
绍兴锦阳光大酒店 ,0575-85111008,0575-88408888
绍兴龙翔国际宾馆  ,0575-88375858,0575-88377777
绍兴玛格丽特酒店 ,0575-88223777,0575-88223888
绍兴南风大酒店 ,0575-88063688,0575-88326688
绍兴新亚都大酒店  ,0575-85141777,0575-85096666
绍兴郁金香假日酒店 ,0575-89102003,0575-89102000
绍兴浙纸建国宾馆（原浙纸宾馆）  ,0575-85125297,0575-85206988
鑫洲精品商务酒店（绍兴解放北路店） ,0575-88098876,0575-88098877
恒八连锁酒店（绍兴柯桥店） ,0575-85562000,0575-84071988
汉庭快捷酒店（绍兴柯桥笛扬路店） ,0575-81100778,0575-81100777
速8酒店（绍兴柯桥店） ,0575-84295666,0575-84299988
速8酒店（绍兴圣元店） ,0575-88300918,0575-88300888
绍兴彩虹商务宾馆 ,0575-85097552,0575-88296666
绍兴迪涛商务宾馆 ,0575-88000007,0575-88622222
绍兴豪尚豪商务酒店 ,0575-85097659,0575-88586777
绍兴金昌大酒店  ,0575-84116967,0575-84117788、85580386
绍兴凯京都市酒店 ,0575-88939981,0575-89581888
绍兴绿庭风情酒店 ,0575-85125297,0575-85338885
绍兴玛丽四季商务酒店 ,0575-88208375,0575-88006111
绍兴赛菲尔商务酒店 ,0575-81106846,0575-81186555
绍兴水联商务宾馆 ,0575-85227999,0575-85227998
绍兴沈园陆公宾馆 ,0575-88353779,0575-88353666
浙江假日之星酒店（绍兴店） ,0575-85111180,0575-85111818
绍兴鉴湖大酒店 ,0575-84318322,0575-85568888
绍兴乔波国际会议中心 ,0575-89867206,0575-89859999
绍兴益泉大酒店（原绍兴凯悦大酒店） ,0575-88220066,0575-88138888
绍兴银泰大酒店  ,0575-85080988,0575-85117788
绍兴鼎鑫大酒店（原温馨港湾大酒店）  ,0575-88375886,0575-88375888
绍兴佳诚大酒店  ,0575-88977979,0575-89588888
绍兴假日大酒店  ,0575-88200458,0575-88206888
绍兴沃德酒店 ,0575-85521818,0575-85573333
绍兴新府山饭店  ,0575-85158343,0575-85155599
绍兴新隆大酒店（原绍兴神州大酒店） ,0575-88050888,0575-88050888
绍兴雅豪大酒店 ,0575-84095660,0575-85566666
鑫洲精品商务酒店（绍兴柯桥笛扬路店） ,0575-85688776,0575-85688777
中国轻纺城大酒店  ,0575-84117671,0575-84116868
莫泰168（绍兴中兴北路店） ,0575-88267779,0575-88267777
南苑E家商务旅店（绍兴店） ,0575-88662188,0575-88665678
如家快捷酒店（绍兴城市广场店） ,0575-88669955,0575-88561111
如家快捷酒店（绍兴柯桥轻纺城山阴路店） ,0575-81105088,0575-81105666
绍兴城市之星宾馆 ,0575-85094999,0575-85002888
绍兴梦江南假日酒店 ,0575-85094222,0575-88576999
绍兴沈园国际青年旅舍 ,0575-85137819,0575-88364828
绍兴县雅悦商务宾馆 ,0575-85759222,0575-85759222、85757766
绍兴国际青年旅舍 ,0575-85151780,0575-85151780
临安和润世家度假酒店 ,0571-63790828,0571-63700000
临安杭州中都青山湖畔大酒店  ,0571-23618866,0571-23618888
临安后海假日酒店 ,0571-63966216,0571-63966888
临安金港大酒店（商务分店） ,0571-63615999,0571-63615999
临安金涛大酒店 ,0571-61085566,0571-63867888
临安金太子酒店 ,0571-61062555,0571-61000000
临安名爵商务酒店 ,0571-63736028,0571-63667888
临安牵手驿家商务连锁酒店 ,0571-61076107,0571-61066666
临安森和度假村 ,0571-58609985,0571-58605555
临安响水涯假日酒店 ,0571-63851999,0571-63851999
临安新五洲大酒店  ,0571-63738696,0571-63700888
浙江天目山庄（天目财政修养所） ,0571-63857378,0571-63857958
E家连锁酒店（临安吕家弄店） ,0571-61092922,0571-63618999
E家连锁酒店（临安石境街店） ,0571-61092922,0571-63616999
卡莱花园连锁酒店（临安店） ,0571-23652798,0571-23652788
临安宾馆 ,0571-63724107,0571-63724103
临安八千里大酒店 ,0571-61087113,0571-61088888
临安大明山庄 ,0571-63920069,0571-63639999
临安大世界酒店 ,0571-63755188,0571-63753888
临安京都大酒店 ,0571-63730764,0571-63709988
临安金港大酒店 ,0571-63733353,0571-58610628
临安卡地亚假日酒店 ,0571-63752288,0571-63758888
临安旅伴假日酒店 ,0571-63735000,0571-63759877
临安瓯江快捷酒店（锦江路店） ,0571-63927717,0571-63927688
临安瓯江快捷酒店（临天路店） ,0571-63927718,0571-63927778
临安天鹅时尚酒店 ,0571-63730627,0571-63730627
临安天目山玉龙山庄 ,0571-63852232,0571-63852488
如家快捷酒店（临安钱王街店） ,0571-63752668,0571-63759997
浙江假日之星（临安店） ,0571-23615586,0571-23615588
临安阿里山大酒店 ,0571-63714556,0571-63710333
临安波斯曼大酒店 ,0571-63966588,0571-63801888
临安东方假日酒店  ,0571-63962208,0571-63968888
临安钱王大酒店  ,0571-63717048,0571-63718888
临安天目九号山庄 ,0571-63877999,0571-63877999
金狮一百连锁宾馆（临安店） ,0571-61062599,0571-61082777
临安广场酒店 ,0571-63800226,0571-63800333
临安万豪大酒店 ,0571-61092717,0571-61097777
锦江之星（临安钱王街店） ,0571-63716668,0571-63789999
浙江天目山庄（天目财政修养所） ,0571-63857378,0571-63857958
临安天目山玉龙山庄 ,0571-63852232,0571-63852488
临安天目九号山庄 ,0571-63877999,0571-63877999
安吉美林度假村 ,0572-5511063,0572-5339999
安吉六合盛大酒店 ,0572-5511555,0572-5908888
安吉蓝海汤泉农家乐饭店 ,0572-5219000,0572-5077000
安吉美林大酒店 ,0572-5033898,0572-5038999
安吉百汇大酒店  ,0572-5126093,0572-5129999
安吉大竹海度假村 ,0572-5016668,0572-5016666
安吉国际假日酒店 ,0572-5239028,0572-5239888
安吉香溢度假村  ,0572-5338777,0572-5338888
安吉雅典皇宫大酒店 ,0572-5822188,0572-5822888
安吉中汇大酒店  ,0572-5030789,0572-5121188
安吉海博山庄 ,0572-5909898,0572-5909800、5909801
安吉和春大酒店  ,0572-5223888,0572-5222888
安吉华泰商务酒店 ,0572-5139431,0572-5139111、5139222
安吉江南红大酒店 ,0572-5128333,0572-5131111
安吉葡晶大酒店 ,0572-5018788,0572-5018666
安吉竹中驿青年旅舍 ,0572-5339111,0572-5339000
浙北大峡谷石岭度假村 ,0572-5612685,0572-5612111
安吉江南天池度假村 ,0572-5132008,0572-5041858
安吉凯旋门大酒店 ,0572-5110609,0572-5111555
安吉缘通国际酒店  ,0572-5333000,0572-5333333
安吉中南百草园度假酒店 ,0572-5217750,0572-5023456
安吉九龙峡度假村 ,0572-5112578,0572-5112999
安吉英塔煌假日酒店 ,0572-5115656,0572-5115666
